topicId,rank,docId,filename
1,1,695,/Users/akash/Downloads/Datasets/./bbcsport/tennis/056.txt
1,2,714,/Users/akash/Downloads/Datasets/./bbcsport/tennis/075.txt
1,3,665,/Users/akash/Downloads/Datasets/./bbcsport/tennis/026.txt
1,4,655,/Users/akash/Downloads/Datasets/./bbcsport/tennis/016.txt
1,5,649,/Users/akash/Downloads/Datasets/./bbcsport/tennis/010.txt
1,6,666,/Users/akash/Downloads/Datasets/./bbcsport/tennis/027.txt
1,7,654,/Users/akash/Downloads/Datasets/./bbcsport/tennis/015.txt
1,8,699,/Users/akash/Downloads/Datasets/./bbcsport/tennis/060.txt
1,9,696,/Users/akash/Downloads/Datasets/./bbcsport/tennis/057.txt
1,10,659,/Users/akash/Downloads/Datasets/./bbcsport/tennis/020.txt
1,11,646,/Users/akash/Downloads/Datasets/./bbcsport/tennis/007.txt
1,12,693,/Users/akash/Downloads/Datasets/./bbcsport/tennis/054.txt
1,13,728,/Users/akash/Downloads/Datasets/./bbcsport/tennis/089.txt
1,14,645,/Users/akash/Downloads/Datasets/./bbcsport/tennis/006.txt
1,15,641,/Users/akash/Downloads/Datasets/./bbcsport/tennis/002.txt
1,16,677,/Users/akash/Downloads/Datasets/./bbcsport/tennis/038.txt
1,17,732,/Users/akash/Downloads/Datasets/./bbcsport/tennis/093.txt
1,18,658,/Users/akash/Downloads/Datasets/./bbcsport/tennis/019.txt
1,19,708,/Users/akash/Downloads/Datasets/./bbcsport/tennis/069.txt
1,20,702,/Users/akash/Downloads/Datasets/./bbcsport/tennis/063.txt
1,21,709,/Users/akash/Downloads/Datasets/./bbcsport/tennis/070.txt
1,22,697,/Users/akash/Downloads/Datasets/./bbcsport/tennis/058.txt
1,23,682,/Users/akash/Downloads/Datasets/./bbcsport/tennis/043.txt
1,24,669,/Users/akash/Downloads/Datasets/./bbcsport/tennis/030.txt
1,25,698,/Users/akash/Downloads/Datasets/./bbcsport/tennis/059.txt
1,26,687,/Users/akash/Downloads/Datasets/./bbcsport/tennis/048.txt
1,27,678,/Users/akash/Downloads/Datasets/./bbcsport/tennis/039.txt
1,28,734,/Users/akash/Downloads/Datasets/./bbcsport/tennis/095.txt
1,29,726,/Users/akash/Downloads/Datasets/./bbcsport/tennis/087.txt
1,30,676,/Users/akash/Downloads/Datasets/./bbcsport/tennis/037.txt
1,31,667,/Users/akash/Downloads/Datasets/./bbcsport/tennis/028.txt
1,32,692,/Users/akash/Downloads/Datasets/./bbcsport/tennis/053.txt
1,33,644,/Users/akash/Downloads/Datasets/./bbcsport/tennis/005.txt
1,34,729,/Users/akash/Downloads/Datasets/./bbcsport/tennis/090.txt
1,35,671,/Users/akash/Downloads/Datasets/./bbcsport/tennis/032.txt
1,36,652,/Users/akash/Downloads/Datasets/./bbcsport/tennis/013.txt
1,37,663,/Users/akash/Downloads/Datasets/./bbcsport/tennis/024.txt
1,38,713,/Users/akash/Downloads/Datasets/./bbcsport/tennis/074.txt
1,39,690,/Users/akash/Downloads/Datasets/./bbcsport/tennis/051.txt
1,40,647,/Users/akash/Downloads/Datasets/./bbcsport/tennis/008.txt
1,41,717,/Users/akash/Downloads/Datasets/./bbcsport/tennis/078.txt
1,42,703,/Users/akash/Downloads/Datasets/./bbcsport/tennis/064.txt
1,43,686,/Users/akash/Downloads/Datasets/./bbcsport/tennis/047.txt
1,44,684,/Users/akash/Downloads/Datasets/./bbcsport/tennis/045.txt
1,45,739,/Users/akash/Downloads/Datasets/./bbcsport/tennis/100.txt
1,46,735,/Users/akash/Downloads/Datasets/./bbcsport/tennis/096.txt
1,47,721,/Users/akash/Downloads/Datasets/./bbcsport/tennis/082.txt
1,48,707,/Users/akash/Downloads/Datasets/./bbcsport/tennis/068.txt
1,49,705,/Users/akash/Downloads/Datasets/./bbcsport/tennis/066.txt
1,50,725,/Users/akash/Downloads/Datasets/./bbcsport/tennis/086.txt
1,51,722,/Users/akash/Downloads/Datasets/./bbcsport/tennis/083.txt
1,52,660,/Users/akash/Downloads/Datasets/./bbcsport/tennis/021.txt
1,53,664,/Users/akash/Downloads/Datasets/./bbcsport/tennis/025.txt
1,54,643,/Users/akash/Downloads/Datasets/./bbcsport/tennis/004.txt
1,55,672,/Users/akash/Downloads/Datasets/./bbcsport/tennis/033.txt
1,56,730,/Users/akash/Downloads/Datasets/./bbcsport/tennis/091.txt
1,57,711,/Users/akash/Downloads/Datasets/./bbcsport/tennis/072.txt
1,58,706,/Users/akash/Downloads/Datasets/./bbcsport/tennis/067.txt
1,59,694,/Users/akash/Downloads/Datasets/./bbcsport/tennis/055.txt
1,60,651,/Users/akash/Downloads/Datasets/./bbcsport/tennis/012.txt
1,61,720,/Users/akash/Downloads/Datasets/./bbcsport/tennis/081.txt
1,62,648,/Users/akash/Downloads/Datasets/./bbcsport/tennis/009.txt
1,63,657,/Users/akash/Downloads/Datasets/./bbcsport/tennis/018.txt
1,64,681,/Users/akash/Downloads/Datasets/./bbcsport/tennis/042.txt
1,65,715,/Users/akash/Downloads/Datasets/./bbcsport/tennis/076.txt
1,66,673,/Users/akash/Downloads/Datasets/./bbcsport/tennis/034.txt
1,67,642,/Users/akash/Downloads/Datasets/./bbcsport/tennis/003.txt
1,68,661,/Users/akash/Downloads/Datasets/./bbcsport/tennis/022.txt
1,69,653,/Users/akash/Downloads/Datasets/./bbcsport/tennis/014.txt
1,70,662,/Users/akash/Downloads/Datasets/./bbcsport/tennis/023.txt
1,71,737,/Users/akash/Downloads/Datasets/./bbcsport/tennis/098.txt
1,72,727,/Users/akash/Downloads/Datasets/./bbcsport/tennis/088.txt
1,73,675,/Users/akash/Downloads/Datasets/./bbcsport/tennis/036.txt
1,74,700,/Users/akash/Downloads/Datasets/./bbcsport/tennis/061.txt
1,75,736,/Users/akash/Downloads/Datasets/./bbcsport/tennis/097.txt
1,76,733,/Users/akash/Downloads/Datasets/./bbcsport/tennis/094.txt
1,77,679,/Users/akash/Downloads/Datasets/./bbcsport/tennis/040.txt
1,78,731,/Users/akash/Downloads/Datasets/./bbcsport/tennis/092.txt
1,79,640,/Users/akash/Downloads/Datasets/./bbcsport/tennis/001.txt
1,80,716,/Users/akash/Downloads/Datasets/./bbcsport/tennis/077.txt
1,81,680,/Users/akash/Downloads/Datasets/./bbcsport/tennis/041.txt
1,82,704,/Users/akash/Downloads/Datasets/./bbcsport/tennis/065.txt
1,83,723,/Users/akash/Downloads/Datasets/./bbcsport/tennis/084.txt
1,84,618,/Users/akash/Downloads/Datasets/./bbcsport/rugby/126.txt
1,85,674,/Users/akash/Downloads/Datasets/./bbcsport/tennis/035.txt
