topicId,rank,docId,filename
1,1,314,/Users/akash/Downloads/Datasets/./bbc/business/314.txt
1,2,332,/Users/akash/Downloads/Datasets/./bbc/business/332.txt
1,3,164,/Users/akash/Downloads/Datasets/./bbc/business/164.txt
1,4,83,/Users/akash/Downloads/Datasets/./bbc/business/083.txt
1,5,299,/Users/akash/Downloads/Datasets/./bbc/business/299.txt
1,6,358,/Users/akash/Downloads/Datasets/./bbc/business/358.txt
1,7,192,/Users/akash/Downloads/Datasets/./bbc/business/192.txt
1,8,25,/Users/akash/Downloads/Datasets/./bbc/business/025.txt
1,9,324,/Users/akash/Downloads/Datasets/./bbc/business/324.txt
1,10,318,/Users/akash/Downloads/Datasets/./bbc/business/318.txt
1,11,391,/Users/akash/Downloads/Datasets/./bbc/business/391.txt
1,12,127,/Users/akash/Downloads/Datasets/./bbc/business/127.txt
1,13,77,/Users/akash/Downloads/Datasets/./bbc/business/077.txt
1,14,131,/Users/akash/Downloads/Datasets/./bbc/business/131.txt
1,15,399,/Users/akash/Downloads/Datasets/./bbc/business/399.txt
1,16,3,/Users/akash/Downloads/Datasets/./bbc/business/003.txt
1,17,230,/Users/akash/Downloads/Datasets/./bbc/business/230.txt
1,18,444,/Users/akash/Downloads/Datasets/./bbc/business/444.txt
1,19,426,/Users/akash/Downloads/Datasets/./bbc/business/426.txt
1,20,266,/Users/akash/Downloads/Datasets/./bbc/business/266.txt
1,21,136,/Users/akash/Downloads/Datasets/./bbc/business/136.txt
1,22,157,/Users/akash/Downloads/Datasets/./bbc/business/157.txt
1,23,181,/Users/akash/Downloads/Datasets/./bbc/business/181.txt
1,24,456,/Users/akash/Downloads/Datasets/./bbc/business/456.txt
1,25,217,/Users/akash/Downloads/Datasets/./bbc/business/217.txt
1,26,222,/Users/akash/Downloads/Datasets/./bbc/business/222.txt
1,27,197,/Users/akash/Downloads/Datasets/./bbc/business/197.txt
1,28,91,/Users/akash/Downloads/Datasets/./bbc/business/091.txt
1,29,291,/Users/akash/Downloads/Datasets/./bbc/business/291.txt
1,30,378,/Users/akash/Downloads/Datasets/./bbc/business/378.txt
1,31,104,/Users/akash/Downloads/Datasets/./bbc/business/104.txt
1,32,342,/Users/akash/Downloads/Datasets/./bbc/business/342.txt
1,33,336,/Users/akash/Downloads/Datasets/./bbc/business/336.txt
1,34,492,/Users/akash/Downloads/Datasets/./bbc/business/492.txt
1,35,349,/Users/akash/Downloads/Datasets/./bbc/business/349.txt
1,36,205,/Users/akash/Downloads/Datasets/./bbc/business/205.txt
1,37,29,/Users/akash/Downloads/Datasets/./bbc/business/029.txt
1,38,375,/Users/akash/Downloads/Datasets/./bbc/business/375.txt
1,39,341,/Users/akash/Downloads/Datasets/./bbc/business/341.txt
1,40,187,/Users/akash/Downloads/Datasets/./bbc/business/187.txt
1,41,419,/Users/akash/Downloads/Datasets/./bbc/business/419.txt
1,42,282,/Users/akash/Downloads/Datasets/./bbc/business/282.txt
1,43,178,/Users/akash/Downloads/Datasets/./bbc/business/178.txt
1,44,145,/Users/akash/Downloads/Datasets/./bbc/business/145.txt
1,45,412,/Users/akash/Downloads/Datasets/./bbc/business/412.txt
1,46,409,/Users/akash/Downloads/Datasets/./bbc/business/409.txt
1,47,191,/Users/akash/Downloads/Datasets/./bbc/business/191.txt
1,48,357,/Users/akash/Downloads/Datasets/./bbc/business/357.txt
1,49,305,/Users/akash/Downloads/Datasets/./bbc/business/305.txt
1,50,202,/Users/akash/Downloads/Datasets/./bbc/business/202.txt
1,51,135,/Users/akash/Downloads/Datasets/./bbc/business/135.txt
1,52,17,/Users/akash/Downloads/Datasets/./bbc/business/017.txt
1,53,475,/Users/akash/Downloads/Datasets/./bbc/business/475.txt
1,54,100,/Users/akash/Downloads/Datasets/./bbc/business/100.txt
1,55,62,/Users/akash/Downloads/Datasets/./bbc/business/062.txt
1,56,498,/Users/akash/Downloads/Datasets/./bbc/business/498.txt
1,57,506,/Users/akash/Downloads/Datasets/./bbc/business/506.txt
1,58,487,/Users/akash/Downloads/Datasets/./bbc/business/487.txt
1,59,479,/Users/akash/Downloads/Datasets/./bbc/business/479.txt
1,60,458,/Users/akash/Downloads/Datasets/./bbc/business/458.txt
1,61,369,/Users/akash/Downloads/Datasets/./bbc/business/369.txt
1,62,311,/Users/akash/Downloads/Datasets/./bbc/business/311.txt
1,63,195,/Users/akash/Downloads/Datasets/./bbc/business/195.txt
1,64,10,/Users/akash/Downloads/Datasets/./bbc/business/010.txt
1,65,353,/Users/akash/Downloads/Datasets/./bbc/business/353.txt
1,66,348,/Users/akash/Downloads/Datasets/./bbc/business/348.txt
1,67,268,/Users/akash/Downloads/Datasets/./bbc/business/268.txt
1,68,223,/Users/akash/Downloads/Datasets/./bbc/business/223.txt
1,69,52,/Users/akash/Downloads/Datasets/./bbc/business/052.txt
1,70,24,/Users/akash/Downloads/Datasets/./bbc/business/024.txt
1,71,497,/Users/akash/Downloads/Datasets/./bbc/business/497.txt
1,72,433,/Users/akash/Downloads/Datasets/./bbc/business/433.txt
1,73,388,/Users/akash/Downloads/Datasets/./bbc/business/388.txt
1,74,368,/Users/akash/Downloads/Datasets/./bbc/business/368.txt
1,75,359,/Users/akash/Downloads/Datasets/./bbc/business/359.txt
1,76,346,/Users/akash/Downloads/Datasets/./bbc/business/346.txt
1,77,312,/Users/akash/Downloads/Datasets/./bbc/business/312.txt
1,78,263,/Users/akash/Downloads/Datasets/./bbc/business/263.txt
1,79,45,/Users/akash/Downloads/Datasets/./bbc/business/045.txt
1,80,468,/Users/akash/Downloads/Datasets/./bbc/business/468.txt
1,81,420,/Users/akash/Downloads/Datasets/./bbc/business/420.txt
1,82,307,/Users/akash/Downloads/Datasets/./bbc/business/307.txt
1,83,301,/Users/akash/Downloads/Datasets/./bbc/business/301.txt
1,84,241,/Users/akash/Downloads/Datasets/./bbc/business/241.txt
1,85,146,/Users/akash/Downloads/Datasets/./bbc/business/146.txt
1,86,30,/Users/akash/Downloads/Datasets/./bbc/business/030.txt
1,87,508,/Users/akash/Downloads/Datasets/./bbc/business/508.txt
1,88,437,/Users/akash/Downloads/Datasets/./bbc/business/437.txt
1,89,413,/Users/akash/Downloads/Datasets/./bbc/business/413.txt
1,90,403,/Users/akash/Downloads/Datasets/./bbc/business/403.txt
1,91,390,/Users/akash/Downloads/Datasets/./bbc/business/390.txt
1,92,326,/Users/akash/Downloads/Datasets/./bbc/business/326.txt
1,93,303,/Users/akash/Downloads/Datasets/./bbc/business/303.txt
1,94,284,/Users/akash/Downloads/Datasets/./bbc/business/284.txt
1,95,277,/Users/akash/Downloads/Datasets/./bbc/business/277.txt
1,96,246,/Users/akash/Downloads/Datasets/./bbc/business/246.txt
1,97,199,/Users/akash/Downloads/Datasets/./bbc/business/199.txt
1,98,158,/Users/akash/Downloads/Datasets/./bbc/business/158.txt
1,99,130,/Users/akash/Downloads/Datasets/./bbc/business/130.txt
1,100,122,/Users/akash/Downloads/Datasets/./bbc/business/122.txt
1,101,64,/Users/akash/Downloads/Datasets/./bbc/business/064.txt
1,102,15,/Users/akash/Downloads/Datasets/./bbc/business/015.txt
1,103,472,/Users/akash/Downloads/Datasets/./bbc/business/472.txt
1,104,465,/Users/akash/Downloads/Datasets/./bbc/business/465.txt
1,105,424,/Users/akash/Downloads/Datasets/./bbc/business/424.txt
1,106,414,/Users/akash/Downloads/Datasets/./bbc/business/414.txt
1,107,330,/Users/akash/Downloads/Datasets/./bbc/business/330.txt
1,108,242,/Users/akash/Downloads/Datasets/./bbc/business/242.txt
1,109,166,/Users/akash/Downloads/Datasets/./bbc/business/166.txt
1,110,125,/Users/akash/Downloads/Datasets/./bbc/business/125.txt
1,111,114,/Users/akash/Downloads/Datasets/./bbc/business/114.txt
1,112,88,/Users/akash/Downloads/Datasets/./bbc/business/088.txt
1,113,39,/Users/akash/Downloads/Datasets/./bbc/business/039.txt
1,114,21,/Users/akash/Downloads/Datasets/./bbc/business/021.txt
1,115,14,/Users/akash/Downloads/Datasets/./bbc/business/014.txt
1,116,1,/Users/akash/Downloads/Datasets/./bbc/business/001.txt
1,117,499,/Users/akash/Downloads/Datasets/./bbc/business/499.txt
