topicId,rank,docId,filename
1,1,323,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.47.txt
1,2,543,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.47.txt
1,3,137,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.47.txt
1,4,132,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.41.txt
1,5,318,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.41.txt
1,6,538,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.41.txt
1,7,540,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.43.txt
1,8,320,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.43.txt
1,9,134,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.43.txt
1,10,549,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/smartphone.78.txt
1,11,143,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/smartphone.78.txt
1,12,305,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.3.txt
1,13,329,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/smartphone.78.txt
1,14,119,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.3.txt
1,15,550,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/smartphone.95.txt
1,16,330,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/smartphone.95.txt
1,17,144,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/smartphone.95.txt
1,18,525,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.3.txt
1,19,136,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.45.txt
1,20,322,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.45.txt
1,21,542,/Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.45.txt
