topicId docId filename
1 323 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.47.txt
1 543 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.47.txt
1 137 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.47.txt
1 132 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.41.txt
1 318 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.41.txt
1 538 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.41.txt
1 540 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.43.txt
1 320 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.43.txt
1 134 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.43.txt
1 549 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/smartphone.78.txt
1 143 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/smartphone.78.txt
1 305 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.3.txt
1 329 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/smartphone.78.txt
1 119 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.3.txt
1 550 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/smartphone.95.txt
1 330 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/smartphone.95.txt
1 144 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/smartphone.95.txt
1 525 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.3.txt
1 136 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.45.txt
1 322 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.45.txt
1 542 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.45.txt
1 541 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.44.txt
1 321 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.44.txt
1 135 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.44.txt
1 548 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/smartphone.74.txt
1 328 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/smartphone.74.txt
1 142 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/smartphone.74.txt
1 133 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.42.txt
1 319 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.42.txt
1 539 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.42.txt
1 385 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.36.txt
1 138 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.6.txt
1 544 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.6.txt
1 372 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.225.txt
1 370 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.22.txt
1 532 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.36.txt
1 513 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.14.txt
1 293 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.14.txt
1 126 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.36.txt
1 547 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/smartphone.129.txt
1 327 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/smartphone.129.txt
1 312 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.36.txt
1 304 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.29.txt
1 141 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/smartphone.129.txt
1 131 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.40.txt
1 118 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.29.txt
1 107 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.14.txt
1 433 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.9.txt
1 524 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.29.txt
1 488 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.3.txt
1 375 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.236.txt
1 125 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.35.txt
1 106 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.13.txt
1 324 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.6.txt
1 311 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.35.txt
1 546 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/smartphone.107.txt
1 511 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.1.txt
1 384 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.34.txt
1 381 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.29.txt
1 238 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (29).txt
1 121 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.31.txt
1 63 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/michelle.obama.9.txt
1 545 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.7.txt
1 531 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.35.txt
1 393 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.83.txt
1 388 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.71.txt
1 371 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.223.txt
1 347 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/cypriot.financial.crisis.39.txt
1 326 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/smartphone.107.txt
1 296 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.19.txt
1 185 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.114.txt
1 114 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.25.txt
1 98 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.79.txt
1 82 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.3.txt
1 537 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.40.txt
1 520 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.25.txt
1 365 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.143.txt
1 307 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.31.txt
1 268 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.3.txt
1 267 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/premier.league.29.txt
1 213 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/michelle.obama.9.txt
1 164 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/debt.crisis.greece.179.txt
1 161 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/cypriot.financial.crisis.39.txt
1 140 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/smartphone.107.txt
1 122 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/samsung.galaxy.s5.32.txt
1 95 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/premier.league.73.txt
1 527 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.31.txt
1 512 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.13.txt
1 472 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (9).txt
1 376 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.24.txt
1 350 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/debt.crisis.greece.179.txt
1 317 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.40.txt
1 308 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.32.txt
1 248 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/ParisAttacks2015 (5).txt
1 165 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/debt.crisis.greece.207.txt
1 147 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/tohoku.earthquake.tsunami.14.txt
1 11 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef150/cypriot.financial.crisis.39.txt
1 530 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/samsung.galaxy.s5.34.txt
1 501 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.73.txt
1 497 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.63.txt
1 493 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/premier.league.54.txt
1 468 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/ParisAttacks2015 (5).txt
1 399 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/michelle.obama.101.txt
1 387 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.70.txt
1 380 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.278.txt
1 378 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef220/malaysia.airlines.flight.25.txt
1 301 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.26.txt
1 300 /Users/akash/Downloads/Datasets/./WikiRef_dataset/WikiRef186/samsung.galaxy.s5.25.txt
